Student_ID,Name,Age,Gender,Institution_Type,Board,Department,Class_Semester,Attendance,Study_Hours,Assignment_Completion,Previous_GPA,Participation_Score,Internet_Usage,Sleep_Hours,Subject_1_Name,Subject_1_Score,Subject_2_Name,Subject_2_Score,Subject_3_Name,Subject_3_Score,Subject_4_Name,Subject_4_Score,Subject_5_Name,Subject_5_Score,Final_Score,GPA,Grade,Academic_Health_Score,Risk_Level
STU03881,Meera Kapoor,14,Other,School,CBSE,General,Class 10,91.04,1.93,66.69,4.95,9.2,5.88,5.92,Mathematics,43.31,Science,64.64,Social_Science,58.26,English,55.04,Second_Language,47.88,54.2,5.42,C,63.47,Medium_Risk
STU03882,Aditya Singh,17,Female,Diploma,N/A,Polytechnic - Civil,Semester 7,95.73,4.29,52.81,7.27,8.53,3.19,6.4,Core_Subject_1,57.11,Core_Subject_2,61.7,Laboratory,65.13,Workshop,60.77,Elective,68.57,62.03,6.2,B,70.47,Low_Risk
STU03883,Sanjay Chopra,17,Other,Commerce,N/A,Banking,Semester 5,83.44,5.19,53.61,10.0,6.95,4.92,7.69,Accountancy,63.62,Business_Studies,62.94,Economics,66.44,Statistics,77.51,Elective,73.33,64.49,6.45,B,70.09,Low_Risk
STU03884,Reyansh Verma,24,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 3,80.17,5.3,67.04,4.64,4.42,3.97,5.75,Core_Subject_1,53.69,Core_Subject_2,54.93,Research_Methodology,74.75,Elective,46.91,Seminar,42.34,59.73,5.97,C,68.36,Low_Risk
STU03885,Ishaan Nair,20,Other,Diploma,N/A,Polytechnic - Civil,Semester 4,90.31,4.11,37.28,3.67,4.22,3.99,7.45,Core_Subject_1,68.48,Core_Subject_2,46.11,Laboratory,67.35,Workshop,45.61,Elective,50.97,39.23,3.92,F,63.27,Medium_Risk
STU03886,Neha Patel,20,Male,Arts_Science,N/A,English Literature,Semester 4,100.0,7.11,83.5,5.63,7.32,0.12,6.76,Core_Subject_1,70.4,Core_Subject_2,64.3,Core_Subject_3,75.46,Language,79.54,Elective,73.91,67.3,6.73,B,87.65,Low_Risk
STU03887,Reyansh Gupta,14,Other,School,ICSE,General,Class 9,74.78,3.74,79.06,7.17,4.96,1.38,7.23,Mathematics,67.01,Science,66.36,Social_Science,50.3,English,57.5,Second_Language,54.46,64.3,6.43,B,66.11,Medium_Risk
STU03888,Vihaan Bansal,19,Male,Commerce,N/A,Banking,Semester 5,94.39,3.95,80.43,7.68,5.6,2.89,5.88,Accountancy,64.29,Business_Studies,62.89,Economics,63.36,Statistics,81.3,Elective,49.85,77.99,7.8,A,75.09,Low_Risk
STU03889,Pooja Bansal,17,Male,School,CBSE,General,Class 9,95.17,4.44,81.84,5.48,8.09,3.29,7.07,Mathematics,75.4,Science,56.22,Social_Science,61.92,English,63.8,Second_Language,78.66,63.2,6.32,B,77.58,Low_Risk
STU03890,Aanya Menon,23,Other,Engineering,N/A,Civil,Semester 4,71.18,5.57,100.0,8.39,5.33,4.68,8.5,Engineering_Mathematics,49.71,Programming,70.36,Data_Structures,73.62,DBMS,71.77,Operating_Systems,85.9,79.32,7.93,A,76.4,Low_Risk
STU03891,Aarav Menon,21,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 1,89.65,3.95,55.41,4.76,9.66,3.35,7.16,Core_Subject_1,50.8,Core_Subject_2,52.54,Laboratory,53.03,Workshop,76.77,Elective,55.08,50.83,5.08,C,66.74,Medium_Risk
STU03892,Pooja Kumar,23,Other,Postgraduate,N/A,M.Sc Computer Science,Semester 3,70.27,1.58,93.32,2.87,6.17,4.61,5.44,Core_Subject_1,62.47,Core_Subject_2,55.91,Research_Methodology,49.2,Elective,44.91,Seminar,60.84,50.67,5.07,C,60.87,High_Risk
STU03893,Aarav Sharma,19,Other,Engineering,N/A,Electrical,Semester 1,87.67,6.93,92.94,4.32,2.76,1.56,5.52,Engineering_Mathematics,84.97,Programming,47.75,Data_Structures,84.67,DBMS,56.07,Operating_Systems,60.26,54.98,5.5,C,83.28,Low_Risk
STU03894,Vihaan Mehta,27,Male,Postgraduate,N/A,MBA,Semester 1,95.06,3.99,37.49,5.44,3.33,4.27,5.31,Core_Subject_1,52.35,Core_Subject_2,50.83,Research_Methodology,56.92,Elective,38.47,Seminar,45.96,54.37,5.44,C,62.96,Medium_Risk
STU03895,Vihaan Gupta,18,Other,Arts_Science,N/A,Psychology,Semester 2,100.0,5.44,56.8,5.28,4.94,4.36,7.28,Core_Subject_1,63.78,Core_Subject_2,48.69,Core_Subject_3,55.7,Language,48.8,Elective,76.56,54.65,5.47,C,74.64,Low_Risk
STU03896,Vivaan Reddy,20,Male,Commerce,N/A,Banking,Semester 3,71.75,3.09,44.75,4.78,0.5,3.51,8.77,Accountancy,50.5,Business_Studies,52.15,Economics,51.22,Statistics,74.75,Elective,42.84,44.2,4.42,D,55.36,High_Risk
STU03897,Ishita Gupta,18,Other,Arts_Science,N/A,English Literature,Semester 7,100.0,5.11,38.93,4.87,4.98,2.72,6.41,Core_Subject_1,68.5,Core_Subject_2,51.99,Core_Subject_3,52.3,Language,60.77,Elective,49.33,56.96,5.7,C,69.7,Low_Risk
STU03898,Rahul Nair,22,Male,Arts_Science,N/A,Chemistry,Semester 4,67.59,4.35,100.0,7.62,5.35,3.97,6.23,Core_Subject_1,64.47,Core_Subject_2,64.33,Core_Subject_3,67.24,Language,69.39,Elective,53.71,66.49,6.65,B,70.48,Low_Risk
STU03899,Navya Agarwal,29,Female,Postgraduate,N/A,M.Com,Semester 4,78.88,4.76,100.0,6.13,8.62,3.27,5.96,Core_Subject_1,55.58,Core_Subject_2,53.14,Research_Methodology,76.06,Elective,58.27,Seminar,75.25,71.32,7.13,A,75.43,Low_Risk
STU03900,Zara Malhotra,22,Male,Diploma,N/A,Polytechnic - Civil,Semester 7,91.73,6.79,91.59,6.39,4.3,3.46,6.38,Core_Subject_1,68.49,Core_Subject_2,63.48,Laboratory,81.46,Workshop,75.94,Elective,77.38,68.93,6.89,B,85.73,Low_Risk
STU03901,Meera Mehta,27,Female,Postgraduate,N/A,M.A Economics,Semester 3,100.0,8.22,76.78,7.86,5.96,2.14,8.14,Core_Subject_1,70.13,Core_Subject_2,65.49,Research_Methodology,82.15,Elective,78.29,Seminar,58.46,63.39,6.34,B,88.08,Low_Risk
STU03902,Neha Patel,25,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 4,86.53,5.99,80.42,8.05,0.93,1.4,7.47,Core_Subject_1,63.95,Core_Subject_2,75.81,Research_Methodology,58.17,Elective,52.99,Seminar,62.5,60.49,6.05,B,77.02,Low_Risk
STU03903,Vikram Nair,19,Female,Diploma,N/A,Polytechnic - Computer,Semester 8,99.26,6.26,49.31,7.64,4.9,5.45,6.36,Core_Subject_1,47.45,Core_Subject_2,55.23,Laboratory,45.22,Workshop,47.51,Elective,39.27,60.02,6.0,B,71.98,Low_Risk
STU03904,Arjun Iyer,18,Female,Engineering,N/A,Mechanical,Semester 7,92.68,7.27,69.98,5.79,1.07,3.28,7.76,Engineering_Mathematics,68.22,Programming,51.96,Data_Structures,63.55,DBMS,70.96,Operating_Systems,59.83,55.45,5.55,C,80.34,Low_Risk
STU03905,Aadhya Menon,21,Other,Commerce,N/A,Economics,Semester 1,80.02,5.17,100.0,6.73,7.04,2.79,6.65,Accountancy,79.45,Business_Studies,64.01,Economics,63.5,Statistics,61.51,Elective,56.46,61.75,6.17,B,77.19,Low_Risk
STU03906,Kiara Menon,11,Other,School,State_Board,General,Class 6,78.8,5.11,75.72,5.66,4.52,0.44,7.84,Mathematics,67.37,Science,73.86,Social_Science,54.26,English,85.08,Second_Language,48.11,63.92,6.39,B,71.93,Low_Risk
STU03907,Krishna Chopra,27,Other,Postgraduate,N/A,MBA,Semester 4,70.87,6.31,43.47,6.78,10.0,4.6,8.78,Core_Subject_1,63.45,Core_Subject_2,57.75,Research_Methodology,63.52,Elective,73.58,Seminar,57.55,68.41,6.84,B,65.07,Medium_Risk
STU03908,Kavya Singh,12,Male,School,State_Board,General,Class 6,57.68,1.11,68.75,3.39,1.28,2.0,5.95,Mathematics,44.08,Science,57.43,Social_Science,46.91,English,62.41,Second_Language,32.3,38.89,3.89,F,48.87,High_Risk
STU03909,Sai Reddy,13,Male,School,CBSE,General,Class 8,63.34,4.24,79.02,8.89,4.75,3.31,6.7,Mathematics,57.74,Science,50.32,Social_Science,68.78,English,60.62,Second_Language,74.26,58.63,5.86,C,64.16,Medium_Risk
STU03910,Aditi Malhotra,11,Male,School,CBSE,General,Class 9,86.73,2.76,87.9,6.87,2.67,5.03,9.3,Mathematics,49.31,Science,48.1,Social_Science,66.5,English,58.14,Second_Language,49.66,57.17,5.72,C,68.43,Low_Risk
STU03911,Kavya Reddy,28,Other,Postgraduate,N/A,M.Sc Computer Science,Semester 2,87.73,6.08,85.62,5.82,5.82,4.11,6.27,Core_Subject_1,69.11,Core_Subject_2,68.46,Research_Methodology,72.25,Elective,70.13,Seminar,81.38,66.87,6.69,B,81.09,Low_Risk
STU03912,Aditi Chopra,20,Other,Diploma,N/A,Polytechnic - Civil,Semester 4,89.59,3.12,77.56,7.57,2.36,1.77,9.39,Core_Subject_1,59.51,Core_Subject_2,55.14,Laboratory,66.68,Workshop,58.7,Elective,77.64,51.86,5.19,C,70.56,Low_Risk
STU03913,Ishaan Gupta,16,Male,School,ICSE,General,Class 12,69.14,4.01,77.15,4.32,7.17,5.26,5.75,Mathematics,59.5,Science,77.05,Social_Science,53.43,English,49.99,Second_Language,62.74,54.28,5.43,C,64.8,Medium_Risk
STU03914,Varun Chopra,24,Male,Postgraduate,N/A,M.A Economics,Semester 4,84.18,2.86,100.0,7.58,6.0,3.45,6.8,Core_Subject_1,83.84,Core_Subject_2,83.99,Research_Methodology,66.72,Elective,75.22,Seminar,82.1,71.04,7.1,A,76.21,Low_Risk
STU03915,Vihaan Verma,21,Male,Commerce,N/A,Banking,Semester 5,62.66,5.06,61.41,5.8,7.94,1.33,6.61,Accountancy,53.41,Business_Studies,57.19,Economics,56.61,Statistics,66.42,Elective,49.97,60.83,6.08,B,61.04,High_Risk
STU03916,Zara Malhotra,22,Other,Arts_Science,N/A,Mathematics,Semester 6,91.53,5.47,81.78,7.19,6.09,0.23,6.25,Core_Subject_1,85.45,Core_Subject_2,68.65,Core_Subject_3,59.01,Language,76.95,Elective,84.69,70.13,7.01,A,80.81,Low_Risk
STU03917,Ishita Menon,17,Male,Diploma,N/A,Polytechnic - Computer,Semester 3,96.22,2.91,100.0,8.54,6.27,1.71,8.33,Core_Subject_1,70.67,Core_Subject_2,69.83,Laboratory,74.61,Workshop,81.12,Elective,63.11,72.93,7.29,A,78.91,Low_Risk
STU03918,Ananya Verma,20,Other,Engineering,N/A,Mechanical,Semester 5,82.07,3.17,29.33,7.0,3.25,5.34,9.89,Engineering_Mathematics,48.17,Programming,49.48,Data_Structures,25.87,DBMS,63.92,Operating_Systems,55.19,42.83,4.28,D,54.64,High_Risk
STU03919,Nikhil Pillai,18,Other,Engineering,N/A,Computer Science,Semester 6,77.06,3.94,89.84,4.7,6.9,1.12,7.98,Engineering_Mathematics,62.33,Programming,62.45,Data_Structures,58.31,DBMS,61.1,Operating_Systems,63.05,62.23,6.22,B,70.16,Low_Risk
STU03920,Neha Singh,17,Female,Arts_Science,N/A,Psychology,Semester 2,71.48,5.87,89.56,4.64,4.7,5.9,7.75,Core_Subject_1,52.26,Core_Subject_2,56.92,Core_Subject_3,35.28,Language,78.7,Elective,72.99,60.56,6.06,B,72.42,Low_Risk
STU03921,Reyansh Joshi,19,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 8,74.45,9.4,59.94,6.88,2.59,1.76,5.84,Core_Subject_1,62.65,Core_Subject_2,63.03,Laboratory,57.99,Workshop,57.91,Elective,63.85,60.17,6.02,B,73.32,Low_Risk
STU03922,Tanvi Sharma,15,Male,School,CBSE,General,Class 7,80.28,7.7,100.0,7.03,5.79,3.2,6.81,Mathematics,72.43,Science,69.81,Social_Science,63.09,English,64.32,Second_Language,84.02,72.42,7.24,A,85.04,Low_Risk
STU03923,Om Menon,21,Male,Arts_Science,N/A,Mathematics,Semester 2,80.56,8.44,73.59,3.97,6.69,2.48,8.14,Core_Subject_1,64.37,Core_Subject_2,59.22,Core_Subject_3,48.37,Language,81.48,Elective,58.41,45.91,4.59,D,78.5,Low_Risk
STU03924,Vihaan Agarwal,17,Female,Engineering,N/A,Mechanical,Semester 8,70.07,5.88,80.64,9.66,7.08,5.17,6.74,Engineering_Mathematics,62.08,Programming,49.29,Data_Structures,71.17,DBMS,79.73,Operating_Systems,71.83,63.66,6.37,B,72.05,Low_Risk
STU03925,Aanya Joshi,17,Female,School,State_Board,General,Class 7,92.28,3.18,90.69,5.0,5.98,5.26,5.3,Mathematics,71.02,Science,63.94,Social_Science,57.85,English,72.53,Second_Language,24.07,53.1,5.31,C,72.85,Low_Risk
STU03926,Ishita Malhotra,17,Female,Commerce,N/A,Economics,Semester 2,100.0,6.0,69.08,7.3,5.35,5.58,8.65,Accountancy,84.32,Business_Studies,73.96,Economics,81.78,Statistics,78.15,Elective,62.58,64.4,6.44,B,82.84,Low_Risk
STU03927,Priya Chopra,21,Male,Engineering,N/A,Computer Science,Semester 5,91.31,4.27,60.71,5.15,6.21,2.84,7.69,Engineering_Mathematics,81.07,Programming,56.47,Data_Structures,51.93,DBMS,58.62,Operating_Systems,66.99,50.51,5.05,C,70.54,Low_Risk
STU03928,Pooja Agarwal,27,Male,Postgraduate,N/A,MBA,Semester 2,83.21,6.22,87.34,7.65,8.23,2.95,7.88,Core_Subject_1,52.83,Core_Subject_2,72.33,Research_Methodology,59.34,Elective,77.1,Seminar,73.27,69.3,6.93,B,78.89,Low_Risk
STU03929,Aanya Menon,23,Other,Engineering,N/A,Mechanical,Semester 1,97.68,8.36,45.0,6.39,5.64,1.51,6.27,Engineering_Mathematics,71.06,Programming,57.83,Data_Structures,68.31,DBMS,74.76,Operating_Systems,61.87,59.69,5.97,C,79.88,Low_Risk
STU03930,Tanvi Nair,23,Male,Arts_Science,N/A,Mathematics,Semester 8,72.2,2.06,95.41,8.19,6.09,0.51,6.21,Core_Subject_1,70.76,Core_Subject_2,61.56,Core_Subject_3,76.6,Language,59.3,Elective,66.23,68.26,6.83,B,66.23,Medium_Risk
STU03931,Ishita Rao,17,Male,Arts_Science,N/A,English Literature,Semester 7,52.34,2.58,70.88,8.3,6.08,2.25,6.56,Core_Subject_1,69.64,Core_Subject_2,75.26,Core_Subject_3,64.05,Language,41.69,Elective,44.78,52.52,5.25,C,53.71,High_Risk
STU03932,Navya Sharma,16,Male,School,State_Board,General,Class 8,75.03,6.17,75.67,6.39,5.99,2.94,8.19,Mathematics,75.52,Science,72.88,Social_Science,64.97,English,75.27,Second_Language,67.03,73.4,7.34,A,74.59,Low_Risk
STU03933,Karthik Iyer,18,Other,Engineering,N/A,Civil,Semester 2,79.2,2.69,91.68,6.54,6.52,2.83,6.0,Engineering_Mathematics,64.47,Programming,51.53,Data_Structures,48.49,DBMS,61.55,Operating_Systems,51.88,58.02,5.8,C,66.69,Medium_Risk
STU03934,Nikhil Reddy,11,Male,School,CBSE,General,Class 7,79.45,6.8,76.0,3.29,8.67,6.1,7.64,Mathematics,70.76,Science,63.03,Social_Science,55.9,English,63.11,Second_Language,75.24,64.72,6.47,B,76.41,Low_Risk
STU03935,Sai Bansal,23,Male,Postgraduate,N/A,M.Com,Semester 3,90.15,5.05,78.17,7.93,4.88,3.45,6.99,Core_Subject_1,60.74,Core_Subject_2,77.61,Research_Methodology,52.58,Elective,73.33,Seminar,76.77,71.57,7.16,A,76.86,Low_Risk
STU03936,Riya Agarwal,23,Other,Postgraduate,N/A,M.A Economics,Semester 3,66.57,4.78,59.14,5.08,8.77,9.13,5.9,Core_Subject_1,64.07,Core_Subject_2,45.43,Research_Methodology,55.61,Elective,34.08,Seminar,65.23,48.74,4.87,D,60.31,High_Risk
STU03937,Kiara Agarwal,18,Female,Diploma,N/A,Polytechnic - Computer,Semester 2,80.09,6.49,93.74,6.83,6.07,4.93,5.76,Core_Subject_1,69.42,Core_Subject_2,72.66,Laboratory,68.43,Workshop,70.97,Elective,54.83,60.91,6.09,B,79.81,Low_Risk
STU03938,Karthik Rao,22,Female,Diploma,N/A,Polytechnic - Mechanical,Semester 2,78.59,4.72,49.73,5.88,5.32,2.19,8.71,Core_Subject_1,81.32,Core_Subject_2,69.59,Laboratory,52.91,Workshop,55.71,Elective,35.93,56.71,5.67,C,64.01,Medium_Risk
STU03939,Zara Kapoor,27,Other,Postgraduate,N/A,M.Sc Computer Science,Semester 4,75.98,1.48,53.54,6.01,1.44,4.53,7.44,Core_Subject_1,59.99,Core_Subject_2,30.44,Research_Methodology,37.35,Elective,33.43,Seminar,63.58,42.02,4.2,D,52.24,High_Risk
STU03940,Neha Joshi,18,Other,Commerce,N/A,Economics,Semester 2,66.8,6.08,81.48,5.78,5.9,0.0,6.54,Accountancy,62.62,Business_Studies,63.67,Economics,75.84,Statistics,58.64,Elective,52.03,53.18,5.32,C,70.52,Low_Risk
STU03941,Varun Singh,23,Male,Arts_Science,N/A,English Literature,Semester 7,100.0,6.34,37.1,8.86,9.02,0.0,3.96,Core_Subject_1,70.08,Core_Subject_2,76.67,Core_Subject_3,81.19,Language,80.9,Elective,86.43,69.89,6.99,B,78.04,Low_Risk
STU03942,Aditya Kumar,15,Other,School,ICSE,General,Class 9,89.51,7.27,82.6,6.85,5.37,8.21,6.85,Mathematics,56.39,Science,78.52,Social_Science,60.75,English,84.43,Second_Language,73.81,65.9,6.59,B,83.73,Low_Risk
STU03943,Yash Malhotra,19,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 4,97.5,0.81,89.88,6.63,6.29,2.39,6.35,Core_Subject_1,60.32,Core_Subject_2,45.67,Laboratory,73.0,Workshop,71.98,Elective,74.89,65.45,6.54,B,70.42,Low_Risk
STU03944,Kavya Verma,25,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 2,77.84,3.62,80.52,6.57,4.05,2.63,7.18,Core_Subject_1,39.51,Core_Subject_2,51.69,Research_Methodology,47.9,Elective,72.21,Seminar,53.24,44.81,4.48,D,65.63,Medium_Risk
STU03945,Ishita Nair,17,Male,Arts_Science,N/A,Psychology,Semester 4,67.66,8.68,40.47,6.22,4.08,4.9,6.03,Core_Subject_1,56.21,Core_Subject_2,91.53,Core_Subject_3,52.59,Language,48.08,Elective,67.13,59.57,5.96,C,67.55,Medium_Risk
STU03946,Ishita Desai,25,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 2,63.5,4.79,100.0,2.6,5.4,2.08,6.28,Core_Subject_1,53.13,Core_Subject_2,46.79,Research_Methodology,64.52,Elective,63.04,Seminar,42.47,50.97,5.1,C,67.7,Medium_Risk
STU03947,Ishaan Menon,17,Other,Diploma,N/A,Polytechnic - Computer,Semester 8,99.05,4.95,43.36,3.58,2.37,2.52,7.22,Core_Subject_1,62.42,Core_Subject_2,54.03,Laboratory,64.0,Workshop,57.03,Elective,70.69,49.9,4.99,D,71.12,Low_Risk
STU03948,Reyansh Verma,20,Other,Arts_Science,N/A,English Literature,Semester 4,63.29,6.3,67.34,7.2,3.27,5.42,7.98,Core_Subject_1,71.43,Core_Subject_2,62.63,Core_Subject_3,73.16,Language,45.27,Elective,77.66,58.49,5.85,C,67.87,Medium_Risk
STU03949,Arjun Agarwal,20,Male,Engineering,N/A,Mechanical,Semester 7,86.26,5.7,58.96,7.83,7.26,3.77,7.46,Engineering_Mathematics,71.99,Programming,76.45,Data_Structures,71.86,DBMS,74.26,Operating_Systems,54.44,64.89,6.49,B,73.69,Low_Risk
STU03950,Divya Kapoor,23,Male,Arts_Science,N/A,English Literature,Semester 2,50.68,5.53,80.4,4.2,10.0,4.4,7.68,Core_Subject_1,53.1,Core_Subject_2,69.57,Core_Subject_3,68.24,Language,38.67,Elective,33.71,53.99,5.4,C,60.8,High_Risk
STU03951,Priya Nair,17,Other,Commerce,N/A,B.Com General,Semester 5,68.0,5.13,44.86,6.45,5.1,0.91,5.25,Accountancy,51.74,Business_Studies,63.43,Economics,71.34,Statistics,60.93,Elective,60.47,56.76,5.68,C,60.98,High_Risk
STU03952,Aditya Rao,24,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 4,80.32,5.47,94.69,5.42,5.91,6.75,7.05,Core_Subject_1,37.59,Core_Subject_2,52.47,Research_Methodology,71.65,Elective,82.58,Seminar,57.26,60.4,6.04,B,75.81,Low_Risk
STU03953,Kavya Menon,18,Female,Commerce,N/A,Banking,Semester 1,96.79,2.35,80.44,6.51,5.46,7.38,7.72,Accountancy,64.47,Business_Studies,77.34,Economics,61.12,Statistics,53.62,Elective,56.01,64.92,6.49,B,71.47,Low_Risk
STU03954,Ananya Pillai,12,Male,School,CBSE,General,Class 7,78.48,2.29,67.5,7.05,2.2,2.9,7.4,Mathematics,40.93,Science,50.07,Social_Science,48.58,English,64.03,Second_Language,76.52,57.29,5.73,C,60.7,High_Risk
STU03955,Aditi Kumar,18,Male,Commerce,N/A,Banking,Semester 1,69.41,2.32,71.36,6.37,2.32,1.02,5.06,Accountancy,51.08,Business_Studies,54.13,Economics,55.81,Statistics,56.49,Elective,52.8,64.34,6.43,B,57.87,High_Risk
STU03956,Navya Singh,21,Female,Engineering,N/A,Mechanical,Semester 8,76.46,3.33,73.79,7.0,6.45,4.56,6.87,Engineering_Mathematics,51.44,Programming,46.18,Data_Structures,56.04,DBMS,46.52,Operating_Systems,59.81,50.81,5.08,C,62.83,Medium_Risk
STU03957,Karthik Mehta,22,Female,Commerce,N/A,B.Com General,Semester 6,83.9,1.61,100.0,3.65,7.67,3.05,9.66,Accountancy,59.46,Business_Studies,43.25,Economics,50.99,Statistics,48.16,Elective,64.23,49.78,4.98,D,66.7,Medium_Risk
STU03958,Priya Menon,20,Male,Diploma,N/A,Polytechnic - Computer,Semester 2,47.81,8.56,72.76,6.96,7.74,5.86,8.35,Core_Subject_1,49.87,Core_Subject_2,75.91,Laboratory,59.57,Workshop,81.39,Elective,63.78,65.05,6.51,B,67.81,Medium_Risk
STU03959,Vikram Nair,23,Male,Arts_Science,N/A,Mathematics,Semester 2,90.76,4.54,60.37,9.39,6.98,0.61,7.09,Core_Subject_1,82.99,Core_Subject_2,93.54,Core_Subject_3,63.52,Language,79.44,Elective,70.63,68.57,6.86,B,74.7,Low_Risk
STU03960,Aditya Desai,22,Male,Diploma,N/A,Polytechnic - Mechanical,Semester 2,95.96,7.13,77.95,8.51,7.56,4.99,7.32,Core_Subject_1,76.05,Core_Subject_2,64.15,Laboratory,69.96,Workshop,75.68,Elective,58.79,63.76,6.38,B,84.24,Low_Risk
STU03961,Kavya Malhotra,23,Male,Postgraduate,N/A,M.Com,Semester 3,85.43,6.13,73.37,6.84,5.91,6.31,5.72,Core_Subject_1,67.52,Core_Subject_2,47.56,Research_Methodology,49.33,Elective,57.76,Seminar,77.85,62.81,6.28,B,74.91,Low_Risk
STU03962,Pooja Menon,29,Male,Postgraduate,N/A,M.A Economics,Semester 4,81.56,6.08,100.0,5.91,8.57,2.16,8.11,Core_Subject_1,62.51,Core_Subject_2,63.53,Research_Methodology,69.88,Elective,61.99,Seminar,70.83,61.91,6.19,B,80.19,Low_Risk
STU03963,Vihaan Kumar,18,Male,Arts_Science,N/A,Chemistry,Semester 7,76.85,4.49,84.19,7.39,8.81,0.0,7.52,Core_Subject_1,58.6,Core_Subject_2,59.86,Core_Subject_3,49.67,Language,64.05,Elective,81.12,53.72,5.37,C,70.62,Low_Risk
STU03964,Ananya Kapoor,20,Other,Commerce,N/A,Accounting & Finance,Semester 5,71.82,6.43,100.0,4.93,3.23,2.88,10.0,Accountancy,72.91,Business_Studies,77.93,Economics,65.6,Statistics,58.74,Elective,78.57,59.07,5.91,C,78.89,Low_Risk
STU03965,Aditya Chopra,13,Other,School,State_Board,General,Class 12,76.43,3.92,55.58,6.63,9.14,1.83,5.11,Mathematics,69.28,Science,77.02,Social_Science,62.09,English,64.34,Second_Language,66.66,63.15,6.32,B,64.63,Medium_Risk
STU03966,Kiara Pillai,17,Other,Commerce,N/A,Accounting & Finance,Semester 4,71.01,6.66,46.93,6.52,6.31,4.85,5.24,Accountancy,38.54,Business_Studies,73.66,Economics,51.45,Statistics,74.3,Elective,68.51,65.45,6.54,B,66.2,Medium_Risk
STU03967,Sanjay Iyer,17,Male,Commerce,N/A,Accounting & Finance,Semester 2,89.4,2.61,91.75,6.32,5.56,1.54,7.36,Accountancy,64.0,Business_Studies,72.33,Economics,71.93,Statistics,58.99,Elective,47.52,62.1,6.21,B,71.91,Low_Risk
STU03968,Zara Rao,19,Male,Diploma,N/A,Polytechnic - Computer,Semester 8,72.39,8.5,95.49,5.38,7.04,3.35,4.22,Core_Subject_1,60.96,Core_Subject_2,63.95,Laboratory,81.35,Workshop,60.12,Elective,82.07,69.89,6.99,B,81.86,Low_Risk
STU03969,Sara Reddy,20,Female,Arts_Science,N/A,English Literature,Semester 4,90.15,4.29,48.61,6.62,1.79,3.54,7.06,Core_Subject_1,59.73,Core_Subject_2,42.89,Core_Subject_3,60.26,Language,66.57,Elective,58.39,52.51,5.25,C,66.4,Medium_Risk
STU03970,Riya Menon,20,Female,Diploma,N/A,Polytechnic - Civil,Semester 6,50.83,4.92,77.3,8.51,5.21,3.91,8.2,Core_Subject_1,77.85,Core_Subject_2,66.41,Laboratory,65.95,Workshop,71.58,Elective,68.69,57.0,5.7,C,63.07,Medium_Risk
STU03971,Sai Desai,23,Male,Commerce,N/A,Accounting & Finance,Semester 4,79.99,4.48,95.9,7.2,6.78,3.0,7.65,Accountancy,60.18,Business_Studies,51.55,Economics,62.58,Statistics,66.26,Elective,65.62,72.99,7.3,A,73.7,Low_Risk
STU03972,Priya Joshi,18,Female,Diploma,N/A,Polytechnic - Civil,Semester 5,65.9,7.33,66.89,6.15,5.54,1.16,7.92,Core_Subject_1,61.92,Core_Subject_2,61.43,Laboratory,66.34,Workshop,40.64,Elective,62.69,51.98,5.2,C,69.43,Low_Risk
STU03973,Neha Menon,27,Other,Postgraduate,N/A,M.Com,Semester 3,85.01,5.48,58.63,8.62,4.08,3.34,6.8,Core_Subject_1,66.27,Core_Subject_2,67.14,Research_Methodology,67.09,Elective,78.26,Seminar,73.95,65.0,6.5,B,72.82,Low_Risk
STU03974,Yash Kapoor,20,Female,Commerce,N/A,Banking,Semester 8,91.14,5.81,83.96,7.62,8.16,0.0,5.89,Accountancy,67.04,Business_Studies,71.91,Economics,90.93,Statistics,79.84,Elective,53.92,62.1,6.21,B,81.41,Low_Risk
STU03975,Aditi Singh,14,Female,School,State_Board,General,Class 11,73.95,2.07,65.75,7.23,2.41,3.8,5.34,Mathematics,55.24,Science,56.38,Social_Science,51.14,English,44.88,Second_Language,52.07,51.39,5.14,C,57.19,High_Risk
STU03976,Karthik Gupta,26,Female,Postgraduate,N/A,M.Sc Computer Science,Semester 2,65.8,5.16,100.0,5.82,4.3,4.35,7.87,Core_Subject_1,61.2,Core_Subject_2,59.48,Research_Methodology,45.86,Elective,59.78,Seminar,67.0,63.84,6.38,B,70.6,Low_Risk
STU03977,Vihaan Bansal,11,Female,School,CBSE,General,Class 12,83.57,3.59,96.78,10.0,2.94,3.54,6.52,Mathematics,66.05,Science,69.22,Social_Science,75.26,English,84.11,Second_Language,77.08,72.36,7.24,A,76.17,Low_Risk
STU03978,Om Nair,29,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 3,94.77,4.11,75.46,6.75,5.22,2.8,7.99,Core_Subject_1,67.9,Core_Subject_2,60.83,Research_Methodology,84.34,Elective,65.17,Seminar,69.66,65.27,6.53,B,75.94,Low_Risk
